asset_type,asset_sub_type,asset_sub_type_description,business_function,business_activity,retention_period,retention_reason,security_title,action_on_expiry,reason_for_action,appraisal_criteria,authorised_by,authorisation_date,master,classification_code,notes,keywords
Documents,Reviews, ,EXTERNAL ACCOUNTABILITY,Fair Trading,5 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,Policy,01/12/2004,Fair Trading,EA-FairTradin,May prejudice effective conduct of public affairs/commercial interests,
Documents,Political Parties, ,EXTERNAL ACCOUNTABILITY,Parliamentary and Political Relations,5 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,Policy,01/12/2004,Public Affairs,EA-ParlRels,Release could prejudice effective conduct of public affairs. ,
Documents,DCMS Reviews, ,EXTERNAL ACCOUNTABILITY,Government Relations,5 years,Business Need,Non-Restricted,Review,Possible Historical Interest,N/A,Policy,01/12/2004,DCMS,EA-GovRels,"Available when published by Government, possibly by link to Government website.",
Documents,DCMS - Permissions, ,EXTERNAL ACCOUNTABILITY,Government Relations,5 years,Business Need,Non-Restricted,Review,Possible Historical Interest,N/A,Policy,01/12/2004,DCMS,EA-GovRels,Available on internet when published by Government. Possible link to Government website ,
Documents,Briefings/circular letters MPs, ,EXTERNAL ACCOUNTABILITY,Parliamentary and Political Relations,5 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,Policy,01/12/2004,Public Affairs,EA-ParlRels,Release could prejudice effective conduct of public affairs. Released on case by case basis,
Documents,Briefings/circular letters Peers, ,EXTERNAL ACCOUNTABILITY,Parliamentary and Political Relations,3 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,Policy,01/12/2004,Public Affairs,EA-ParlRels,Release could prejudice effective conduct of public affairs. Released on case by case basis,
Documents,Licence Fee Regulations, ,FINANCE,Licence Fee,Permanent,Business Need, N/A,Archive,Business Need,N/A,_Records Management,01/06/2005, N/A,FN-LicenceFee-005,,
Documents,Lifting Equipment - Maintenance Examinations,"Includes non building lifting eqt such as camera cranes, pedestals",PERSONNEL,Health and Safety,3 years,Lifting Operations and Lifting Equipment Regulations 1998,Restricted Access,Destroy,No Further Value,N/A,Head of Safety Policy and Compliance,01/09/2011,Departments,PE-HealthSafe-007,,
Documents,Accident Reports,Accident report forms or incident reports where an employee is injured,PERSONNEL,Health and Safety,6 years,Reporting of Injuries Diseases and Dangerous Occurrences,Restricted Access,Review,BBC Best Practice,Accident Records,Head of Safety Policy and Compliance,01/09/2011,BBC Safety,PE-HealthSafe-001,Retain any records not with BBC Safety IF subject to legal case or of archival interest,
Documents,Enforcement Actions,"Action taken where there has been a breach of regulations. Can include visits, explanation, advice from HSE Inspectors. Failure to follow the advice from inspectors is often taken into account by courts if that failure results in harm.    ",PERSONNEL,Health and Safety,6 years,Legal,Restricted Access,Review,BBC Best Practice,Enforcement Actions,Head of Safety Policy and Compliance,01/09/2011,BBC Safety,PE-HealthSafe-006,For further details see - http://www.hse.gov.uk/enforce/what.htm,
Documents,Health and Safety Inspections, ,PERSONNEL,Health and Safety,6 years,Health and Safety at Work Act 1974,Restricted Access,Destroy,No Further Value,N/A,Head of Safety Policy and Compliance,01/09/2011,BBC Safety,PE-HealthSafe-049,,
Documents,Monitoring Data,As part of Management Systems,PERSONNEL,Health and Safety,6 years,Management of Health and Safety at Work Regulations 1999,Restricted Access,Destroy,BBC Best Practice,N/A,Head of Safety Policy and Compliance,01/09/2011,BBC Safety,PE-HealthSafe, ,
Documents,Personal Protective Equipment Records,Selection and asessments,PERSONNEL,Health and Safety,6 years,Personal Protective Equipment at Work Regulations 2002,Restricted Access,Destroy,BBC Best Practice,N/A,Head of Safety Policy and Compliance,01/09/2011, N/A,PE-HealthSafe, ,
Documents,Alterations to Buildings - Approvals, ,PERSONNEL,Health and Safety,Until Superseded,Construction (Design and Management) Regulations 1994,Restricted Access,Review,Legal,N/A,Head of Safety Policy and Compliance,01/09/2011,BBC Workplace,PE-HealthSafe-002,Retain if ongoing legal actions,
Documents,Pension Trustee Meetings - Final Documents,Includes Minutes and Admin arrangements,PERSONNEL,Pensions,Permanent,Pensions Act 1995,Restricted Access,Archive,No Further Value,N/A,Pensions,01/12/2004,Pensions,PE-Pensions-007, ,
Documents,Pension Review Committee - Final Documents,Includes Minutes and Admin arrangements,PERSONNEL,Pensions,Permanent,Pensions Act 1995,Restricted Access,Archive,No Further Value,N/A,Pensions,01/12/2004,Pensions,PE-Pensions-005, ,
Documents,Contact Lists,"Details of individuals and can include name, address phone number, NI number, credit card details",PERSONNEL,Employment Management,Period of business/administrative need,Business Need,Restricted Access,Destroy,Data Protection Act,N/A,NULL,01/01/2008,Appeals,CM-Communicat-009,,
Documents,Cost Codes, ,FINANCE,Expenditure,Until Superseded,Business Need,Restricted Access,Destroy,Superseded,N/A,_Records Management,01/02/2007,Departments,FN-Expendit,,
Documents,Redundancy Records, ,PERSONNEL,Deployment,Cessation+6,Business Need,Non-Restricted,Review,BBC Best Practice,N/A,BBC People,01/01/2013,BBC People,PE-Deployment-003, ,
Documents,Redeployment Records, ,PERSONNEL,Deployment,Cessation+6,Business Need, N/A,Review,BBC Best Practice,N/A,BBC People,01/01/2013, N/A,PE-Deployment-002, ,
Documents,Correspondence - Channels, ,COMMUNICATIONS AND MARKETING,External Liaison,5 years,Business Need,Restricted Access,Review,BBC Best Practice,N/A,_Records Management,01/01/2005, N/A,CM-Communicat-015,,
Documents,Correspondence - Worldwide, ,COMMUNICATIONS AND MARKETING,External Liaison,5 years,Business Need,Restricted Access,Review,BBC Best Practice,N/A,_Records Management,01/01/2005, N/A,CM-Communicat-015,,
Documents,Fleet Management Records,"Internal records regarding the general management of cars and vehicles. Includes usage, costs etc. For statutory vehicle records SEE: Vehicle Records and also Drivers Log Books",PROPERTY AND SERVICES,Transport Management,Period of business/administrative need,Business Need,Restricted Access,Destroy,No Further Value,N/A,_Records Management,01/06/2005,Departments,PS-TranspoMan-006,,
Documents,Business Cases, ,FINANCE,Budgeting,Completion of project+7,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,_Records Management,01/02/2009, N/A,SM-ProjectMan-001,"Master could be held by dept, Finance or be part of a Finance Committee",
Documents,Production Records,includes Statement of Deliverables,PRODUCTION,Content Creation,7 years,Business Need,Restricted Access,Review,BBC Best Practice,N/A,_Records Management,01/10/2011,Production Office,PR-Content,,
Documents,Authorisations to Recruit, ,PERSONNEL,Recruitment,3 years,BBC Best Practice,Restricted Access,Destroy,No Further Value,N/A,_Records Management,01/06/2003, N/A,PE-Recruit, ,
Documents,Successful Applicants,"Recruitment records relating to those who are subsequently employed by the BBC, includes all records i.e. CV's, Application Forms, Immigration Records.",PERSONNEL,Recruitment,Cessation+6,BBC Best Practice,Restricted Access,Review,Possible Historical Interest,N/A,Recruitment,01/01/2013,BBC People,PE-Recruit-007, ,
Documents,Unsuccessful Applicants,"Recruitment records relating to those who are not subsequently offered employment by the BBC, includes all records i.e. CV's, Application Forms, Immigration Records.",PERSONNEL,Recruitment,3 years,BBC Best Practice,Restricted Access,Destroy,No Further Value,N/A,Recruitment,01/12/2004,BBC People,PE-Recuit, ,
Documents,Unproven Allegations, ,PERSONNEL,Grievances,Until Case Closed,Business Need,Restricted Access,Destroy,No Further Value,N/A,BBC People,01/12/2004,BBC People,PE-Grievances-003, ,
Documents,Parental Consent Forms, ,PRODUCTION,Talent Management,Permanent,Limitation Act,Restricted Access,Archive,Reuse,N/A,_Records Management,01/09/2009,Talent & Rights Negotiation Group,PR-TalentMan-004,Hard Copy held by I&A. Anon on The Core,
Documents,Producer Contracts, ,PRODUCTION,Talent Management,Permanent,Business Need,Restricted Access,Archive,BBC Best Practice,N/A,_Records Management,01/01/2005, N/A,PR-TalentMan-004,,
Documents,Publications,"Records written, printed and sold for public information purposes",PROPERTY AND SERVICES,Design,Completion of project,Business Need,Public Access,Review,BBC Best Practice,N/A,BBC Workplace,01/10/2004, N/A,PS-Design-003,These are referred to daily. There are plans for future expansion.,
Documents,Artwork and Logo Material, ,PRODUCTION,Content Creation,Until Superseded,Business Need,Restricted Access,Review,Business Need,N/A,_Records Management,01/06/2003, N/A,CM-Branding , ,
Documents,Floor Plans, ,PROPERTY AND SERVICES,Estate Management,Until Superseded,Business Need,Restricted Access,Destroy,No Further Value,N/A,BBC Workplace,01/10/2004, N/A,PS-EstateMan-005, ,
Documents,Cash Flow,,FINANCE,Accounting,7 years,Business Need,Restricted Access,Destroy,BBC Best Practice,N/A,_Records Management,01/01/2005, N/A,FN-Accounting,,
Documents,Schedule of Residuals,Confidential document containing financial and contact details of contributors material that is NOT bought-out and will carry residual costs. Usually supplied by Indies.,PRODUCTION,Content Creation,Permanent,Business Need,Restricted Access,Archive,Reuse,N/A,_Records Management,01/05/2011,Production Office,PR-Content-015,,
Documents,Unsolicited Scripts - Rejected,,PRODUCTION,Programme Development,3 months,Business Need,Restricted Access,Return to Originator,No Further Value,N/A,_Records Management,01/12/2011,Writers Room,PR-ProgDev-002,The BBC is not obliged to keep unsolicited letters - it is up to the individual to prove IPR.  http://www.bbc.co.uk/writersroom/send-a-script/terms-and-conditions  ,
Documents,Photographic Approval Letters,,PRODUCTION,Content Creation,Permanent,Business Need,Restricted Access,Archive,BBC Best Practice,N/A,_Records Management,01/01/2005,BBC Films,PR-Content-015,,
Documents,Talent Restrictions and Obligations Summary,,PRODUCTION,Content Creation,10 years,Business Need,Restricted Access,Archive,BBC Best Practice,N/A,_Records Management,01/01/2005,BBC Films,PR-TalentMan-004,,
Documents,Final Costs Reports - Statements,,PRODUCTION,Content Creation,7 years,Business Need,Restricted Access,Destroy,BBC Best Practice,N/A,_Records Management,01/01/2005,BBC Films,FN-Accounting,,
Documents,Bank Paying in Counterfoils,,FINANCE,Accounting,7 years,Limitation Act,Restricted Access,Destroy,BBC Best Practice,N/A,Finance,01/11/2004,Departments,FN-Accounting, ,
Documents,Bank Reconciliations,,FINANCE,Accounting,7 years,Companies Act,Restricted Access,Destroy,BBC Best Practice,N/A,Finance,01/11/2004,SAP,FN-Accounting, ,
Documents,Domain Name Registrations,,LEGAL AND CONTRACTS,Intellectual Property,Permanent,Business Need,Restricted Access,Archive,NULL,N/A,_Records Management,01/06/2005,Technology Group,LC-IntelProp-006,,
Documents,Domain Name Renewals,,LEGAL AND CONTRACTS,Intellectual Property,5 years,Business Need,Restricted Access,Destroy,No Further Value,N/A,_Records Management,01/06/2005,CLIP,LC-IntelProp-010,,
Documents,Domain Name Transfers,,LEGAL AND CONTRACTS,Intellectual Property,Permanent,Legal,Restricted Access,Archive,NULL,N/A,_Records Management,01/06/2005,Technology Group,LC-IntelProp-008,,
Documents,Enquiries,,LEGAL AND CONTRACTS,Conveyancing,Current+6,Business Need,Restricted Access,Review,BBC Best Practice,N/A,Property Legal,01/10/2005,BBC Property Solicitors,LC-Conveyance-003,,
WEB,eBooks,interactive electronic books first published in early 2014 to be downloaded from iTunes on a trial basis,Production,Content Creation,5 years,Record of BBC output,N/A,N/A,Review,Reuse,eBooks,Information and Archives,00:00.0,N/A,N/A,Individual assets used to create the eBook should be saved together as one 'product'.
WEB,Tweets,messages sent on Twitter,Production,Content Creation,Permanent,Record of BBC output,N/A,N/A,Archive,Historical,N/A,Information and Archives,00:00.0,N/A,N/A,"Only Tweets that meet the selection criteria will be kept permanently. Content on other social media platforms will not be archived. See the <a href=""https://intranet.gateway.bbc.co.uk/policy/Pages/BBC-Web-Archiving-Policy.aspx"">Web Archiving Policy</a>. <p></p>    See the <a href=""https://intranet.gateway.bbc.co.uk/policy/Pages/BBC-Web-Archiving-Policy.aspx"">Web Archiving Policy</a>."
WEB,Blogs,Blogs published in the http://bbc.co.uk domain.,Production,Content Creation,Permanent,Record of BBC output,N/A,N/A,Archive,Historical,N/A,Information and Archives,00:00.0,N/A,N/A,Blog content will be archived when:  • it is created by significant/high profile individuals;  • it conveys behind-the-scenes of programmes;  • it comments on BBC programmes/events;  • it reflects the experience of working at the BBC including BBC views and culture;  • it is informative either for staff or for our audience; or  • it contains content which has proved to be controversial.<p></p>    Blogs will not be archived if the content:  •is dependent on AV/audio/stills content or links contained within it. Blogs need to be self-contained written assets;  • is not unique;  • lacks specific relevance to the BBC.<p></p>    Blog comments will not be archived.
WEB,Web Sites - Decommissioned,Web sites that are no longer maintained or taken down,Production,Content Creation,Permanent,Maintain Online Presence,N/A,N/A,Tomb Stoned or Mothballed,Superseded,N/A,Editorial Policy,00:00.0,N/A,N/A,
AUDIO,Unpublished Audio,"Rushes and other material recorded but not used in the final programme. Includes auditions, unedited interviews and music sessions",Production,Content Creation,Period of business/administrative need,Production Need,N/A,N/A,Review,Reuse,Unpublished Audio,Information and Archives,00:00.0,N/A,N/A,
AUDIOVISUAL,Tasters,Content made during development in order to win a commission.,Production,Content Creation,3 years,Production Need,N/A,N/A,Review,Reuse or Historical,N/A,Information and Archives,00:00.0,N/A,N/A,
AUDIOVISUAL,Rough Cuts,Representation of content prior to final mix/edit.,Production,Content Creation,Period of business/administrative need,Production Need,N/A,N/A,Destroy,No Further Value,N/A,Information and Archives,00:00.0,N/A,N/A,
